Date,Event
1991-05-04,The Assembly of the South Ossetian Soviet Republic votes to return to the status of a South Ossetian Autonomous Oblast; the Supreme Council of Georgia had dissolved the autonomous region on 10 December.
1991-05-18,The Republic of Somaliland declares independence from Somalia. Hargeisa becomes the capital. All other countries continue to officially recognize Somaliland as part of Somalia.
1991-05-23,The Soviet Socialist Republic of Moldova changes its name to the Republic of Moldova.
1991-05-24,The State of Eritrea gains de facto independence from the People's Democratic Republic of Ethiopia following a decades-long War of Independence.
1991-06-07,The Socialist Republic of Macedonia changes its name to the Republic of Macedonia.
1991-06-19,"The Soviet Union completely withdraws its forces from Hungary, ending an occupation begun in 1944."
1991-06-25,The Republic of Slovenia secedes from Yugoslavia. Ljubljana remains the capital.
1991-06-27,"The Soviet Union completely withdraws its forces from Czechoslovakia, ending an occupation begun in 1968"
1991-07-04,"Colombia changes the name of its capital from Bogotá, Distrito Capital to Santa Fe de Bogotá with the promulgation of a new constitution."
1991-07-21,"The Somali Republic supersedes the Somali Democratic Republic, as rebel factions agree to restore the Constitution of 1960. Mogadishu remains the capital, though its authority is limited amidst ongoing civil war."
1991-07-22,"Following the victory of the EPRDF in the civil war, Ethiopia supersedes the People's Democratic Republic of Ethiopia. Addis Ababa remains the capital."
1991-08-02,The Socialist Republic of Montenegro changes its name to the Republic of Montenegro.
1991-08-20,"In response to the Soviet coup d'état attempt, the Republic of Estonia announces the end of the transitional period and declares complete independence restored from the Soviet Union. Tallinn remains the capital."
1991-08-21,"In response to the Soviet coup d'état attempt, the Republic of Latvia announces the end of the transitional period and declares complete independence restored from the Soviet Union. Riga remains the capital."
1991-08-24,The Ukrainian Soviet Socialist Republic secedes from the Soviet Union as Ukraine. Kiev (renamed Kyiv in 1995) remains the capital.
1991-08-25,The Byelorussian Soviet Socialist Republic secedes from the Soviet Union. Minsk remains the capital.
1991-08-27,The Republic of Moldova secedes from the Soviet Union. Chişinău remains the capital.
1991-08-30,The Republic of Azerbaijan secedes from the Soviet Union. Baku remains the capital.
1991-08-31,The Republic of Kyrgyzstan secedes from the Soviet Union. Bishkek remains the capital.
1991-09-01,"The South Ossetian Autonomous Oblast changes its name to the Republic of South Ossetia and annuls the law of 4 May, reverting to the status of independence from Georgia within the Soviet Union."
1991-09-02,The Nagorno-Karabakh Autonomous Oblast and Shahumyan district councils jointly declare independence from Azerbaijan as the Nagorno-Karabakh Republic within the Soviet Union. Stepanakert becomes the capital.
1991-09-06,"The first meeting of the State Council of the Soviet Union recognizes the independence of Estonia, Latvia and Lithuania."
1991-09-08,The Republic of Macedonia secedes from Yugoslavia. Skopje remains the capital.
1991-09-09,The Republic of Tajikistan secedes from the Soviet Union. Dushanbe remains the capital.
1991-09-19,The Byelorussian Soviet Socialist Republic changes its name to the Republic of Belarus.
1991-09-23,"Following a referendum, the Republic of Armenia reaffirms its August 1990 declaration of independence from the Soviet Union."
1991-10-27,The Turkmen Soviet Socialist Republic secedes from the Soviet Union as Turkmenistan. Ashgabat remains the capital.
1991-11-01,The Chechen Republic declares independence from the Soviet Union after elections. Grozny becomes the capital. The Russian SFSR declares the election illegal the next day.
1991-11-05,The Pridnestrovian Moldavian Soviet Socialist Republic changes its name to the Pridnestrovian Moldavian Republic (Transnistria).
1991-12-02,The Russian SFSR recognizes the independence of Ukraine the day after it is affirmed by a referendum.
1991-12-08,"The Russian SFSR, the Republic of Belarus, and Ukraine form the Commonwealth of Independent States as a successor organization to the Soviet Union."
1991-12-10,The Kazakh Soviet Socialist Republic changes its name to the Republic of Kazakhstan.
1991-12-12,Nigeria moves its capital from Lagos to Abuja.
1991-12-16,The Republic of Kazakhstan secedes from the Soviet Union. Alma-Ata remains the capital until 1997.
1991-12-19,The Serbian Autonomous Oblast of Krajina declares its independence from Croatia and loyalty to Yugoslavia as the Republic of Serbian Krajina. Knin becomes the capital.
1991-12-21,The Republic of South Ossetia declares independence from the Soviet Union. Tskhinvali remains the capital. Georgia continues to claim South Ossetia as part of its own territory.
1991-12-25,The Russian Federation supersedes both the Soviet Union and the Russian Soviet Federative Socialist Republic. Moscow remains the capital.
1991-12-26,The Soviet Union is formally dissolved at the final meeting of the Soviet of the Republics of the Supreme Soviet.
1992-01-06,"The Nagorno-Karabakh Republic declares its complete independence following a referendum. Azerbaijan, which abolished the Nagorno-Karabakh Autonomous Oblast on 26 November, continues to claim its territory in full."
1992-02-12,The Mongolian People's Republic changes its name to Mongolia upon the promulgation of a new constitution.
1992-02-26,"The Serbian Autonomous Oblast of Eastern Slavonia, Baranja and Western Syrmia and the Serbian Autonomous Oblast of Western Slavonia join the Republic of Serbian Krajina."
1992-03-03,"Following an independence referendum, the Socialist Republic of Bosnia and Herzegovina secedes from the Socialist Federal Republic of Yugoslavia. Sarajevo remains the capital."
1992-03-12,"Mauritius changes its name to the Republic of Mauritius and severs all ties to the British monarchy as a Commonwealth realm, but remains part of the Commonwealth of Nations."
1992-03-15,"The State of Cambodia cedes all government powers to the United Nations Transitional Authority in Cambodia tasked with organizing constituent assembly elections, in fulfillment of the 1991 Paris Peace Agreements."
1992-04-07,The Serbian Republic of Bosnia and Herzegovina declares independence from the Socialist Republic of Bosnia and Herzegovina. Pale becomes the capital.
1992-04-08,The Socialist Republic of Bosnia and Herzegovina changes its name to the Republic of Bosnia and Herzegovina.
1992-04-24,"An accord between the Mujahideen and Afghan Army factions ends the civil war and creates the Islamic State of Afghanistan, superseding the Republic of Afghanistan. The new state immediately plunges into a new civil war."
1992-04-27,The Federal Republic of Yugoslavia supersedes the Socialist Federal Republic of Yugoslavia. Belgrade remains the capital.
1992-05-15,"The Collective Security Treaty is signed by six Post-Soviet states - Russia, Armenia, Kazakhstan, Kyrgyzstan, Tajikistan, and Uzbekistan."
1992-06-08,"Armenia conquers Yukhari Askipara, an exclave of Azerbaijan. It remains Azerbaijani territory only de jure."
1992-06-24,"A ceasefire is imposed in the war between the unrecognized Republic of South Ossetia and Georgia, with Georgia losing control of over 60% of the former South Ossetian Autonomous Oblast which it continues to claim in full."
1992-07-21,"A ceasefire is imposed in the war between the unrecognized Transnistria and Moldova, with Moldova losing control of Bender and most of the left bank of the Dniester both of which it continues to claim in full."
1992-07-23,"The Abkhaz faction of the Abkhazia Supreme Soviet effectively declares independence from Georgia by reinstating the 1925 constitution, precipitating a Georgian military response and the outbreak of war."
1992-08-08,"Azerbaijan conquers Artsvashen, an exclave of Armenia. It remains Armenian territory only de jure."
1992-08-12,The Serbian Republic of Bosnia and Herzegovina changes its name to Republika Srpska.
1992-08-27,The People's Republic of Angola changes its name to the Republic of Angola with the enactment of constitutional revisions.
1992-09-15,"Russia completely withdraws its forces from Mongolia, ending its military presence in the country since 1967."
1992-09-18,The Democratic Republic of Madagascar changes its name to the Republic of Madagascar upon the promulgation of a new constitution.
1992-09-22,"The Republic of Kosova declares independence from Yugoslavia, though it only ever exercises partial control over most of the territory it claims and receives no international recognition. Pristina is the declared capital."
1992-10-01,"Oman and Yemen resolve their border dispute, in particular over the Khuriya Muriya Islands which are confirmed as part of the territory of Oman."
1993-01-01,The Czech Republic and the Slovak Republic gain full independence with the dissolution of the Czech and Slovak Federative Republic. Prague and Bratislava remain the respective capitals.
1993-01-28,Kazakhstan changes the name of its capital from Alma-Ata to Almaty.
1993-02-13,"Papua New Guinea reconquers Arawa, the capital of the Republic of Bougainville. The Bougainville Revolutionary Army wages an insurgency until the 1997–98 agreements leading to a 2019 independence referendum."
1993-04-08,"The Republic of Macedonia becomes a member state of the United Nations as ""the former Yugoslav Republic of Macedonia (FYROM)"" due to Greece's objection to its official name."
1993-05-05,The Republic of Kyrgyzstan changes its name to the Kyrgyz Republic.
1993-05-24,The independence of Eritrea is internationally recognized following a referendum. Asmara remains the capital.
1993-06-23,The Republic of the Seychelles changes its name to the Republic of Seychelles.
1993-08-28,The Croatian Community of Herzeg-Bosnia declares itself the Croatian Republic of Herzeg-Bosnia with the intention of forcing the Owen–Stoltenberg plan upon Bosnia and Herzegovina. Mostar becomes the capital.
1993-09-18,"Russia completely withdraws its forces from Poland, ending its military presence in the country since World War II."
1993-09-24,"With the promulgation of a new constitution by the Constituent Assembly elected in May, the United Nations Transitional Authority in Cambodia cedes its authority to the restored Kingdom of Cambodia."
1993-09-27,"The forces of Russia and the unrecognized Republic of Abkhazia conquer the Abkhazian capital of Sukhumi from Georgia, which continues to claim the entire territory of the Autonomous Republic of Abkhazia."
1993-11-01,"The European Union is established between the twelve members of the European Communities: Belgium, Denmark, France, Germany, Greece, Ireland, Italy, Luxembourg, Netherlands, Portugal, Spain, and the United Kingdom."
1994-03-01,South Africa transfers Walvis Bay and the Penguin Islands to Namibia.
1994-03-28,"Kazakhstan leases Baikonur Cosmodrome to Russia for twenty years, with automatic extension absent objections by either party."
1994-03-30,"In a ceasefire agreement, the government-controlled territories of the Republic of Bosnia and Herzegovina and the Croatian Republic of Herzeg-Bosnia combine to form the Federation of Bosnia and Herzegovina."
1994-04-02,"The Collective Security Treaty takes effect, creating the Collective Security Treaty Organization military alliance."
1994-04-27,"The nominally independent republics of Bophuthatswana, Ciskei, Transkei and Venda are reincorporated back into South Africa."
1994-05-04,"An agreement between Israel and the Palestine Liberation Organization, implementing the Oslo I Accord, creates the Palestinian National Authority."
1994-05-10,"Libya completely withdraws its forces from the Aouzou Strip in northern Chad after a 21-year occupation, implementing a 3 February ICJ verdict which upheld Chad's sovereignty over the territory."
1994-05-12,"A ceasefire is imposed in the First Nagorno-Karabakh War with the forces of the unrecognized Nagorno-Karabakh Republic, supported by Armenia, occupying more than 13% of the internationally recognized territory of Azerbaijan."
1994-05-21,The Democratic Republic of Yemen secedes from Yemen. Aden is the capital.
1994-07-07,Yemeni government forces reconquer the Democratic Republic of Yemen.
1994-08-31,"Russia completely withdraws its forces from eastern Germany, ending an occupation begun in 1945."
1994-10-01,The Republic of Palau gains full independence but enters into free association with the United States. Koror remains the capital. The US-administered United Nations Trust Territory of the Pacific Islands is terminated.
1994-10-21,"Argentina is awarded almost all of Laguna del Desierto sourrounding territory, also claimed by Chile, following international arbitration."
1994-11-03,"The Taliban conquers Kandahar, the first city to fall under the control of the militant group in Afghanistan."
1994-11-10,Iraq recognizes the independence and territorial integrity of Kuwait following a new war scare on their borders.
1995-01-01,"Three more states join the European Union: Austria, Finland, and Sweden."
1995-01-14,The self-proclaimed Gagauz Republic is reintegrated into Moldova as the Autonomous Territorial Unit of Gagauzia.
1995-05-03,Croatian forces reconquer the Western Slavonia region of Serbian Krajina.
1995-07-01,Oman and Saudi Arabia finalize the demarcation of their previously undefined border.
1995-07-26,The Autonomous Province of Western Bosnia changes its name to the Republic of Western Bosnia.
1995-08-07,Croatian and Bosnian forces reconquer most of Serbian Krajina.
1995-08-21,Ethiopia changes its name to the Federal Democratic Republic of Ethiopia with the promulgation of a new constitution.
1995-08-24,The Republic of Georgia changes its name to Georgia.
1995-09-28,"The Oslo II Accord begins the transfer of land to the Palestinian Authority. All of the Gaza Strip and 18% of the West Bank is eventually transferred to full Palestinian control, and 22% to joint Israeli-Palestinian control."
1995-10-14,Ukraine officially changes the English name of its capital from Kiev to Kyiv.
1995-11-12,"Croatia and the remaining portion of Serbian Krajina in Eastern Slavonia, Baranja and Western Syrmia reach an agreement to reincorporate the region into Croatia through a transitional United Nations protectorate."
1995-12-14,"The Federation of Bosnia and Herzegovina and Republika Srpska unite to form Bosnia and Herzegovina, superseding the Republic of Bosnia and Herzegovina. Sarajevo remains the capital."
1996-01-15,"The United Nations Transitional Administration for Eastern Slavonia, Baranja and Western Sirmium is established in the remaining territory of the former Serbian Krajina in order to reintegrate the region into Croatia."
1996-09-27,"The Islamic Emirate of Afghanistan is established following the Taliban's conquest of Kabul, which becomes the state capital."
1997-01-16,Pyramid scheme failures in Albania lead to the start of the 1997 Albanian civil unrest.
1997-01-23,The Chechen Republic of Ichkeria changes the name of its capital from Grozny to Dzokhar-Ghala.
1997-05-17,The Republic of Zaire changes its name back to the Democratic Republic of the Congo.
1997-05-25,"The Islamic State of Afghanistan moves its capital from Mazar-i-Sharif to Taloqan, as Mazar-i-Sharif becomes a battlefield in the war against the Taliban."
1997-05-28,"Ukraine formally agrees to lease naval facilities in Sevastopol to Russia for twenty years, until 2017."
1997-07-01,Sovereignty over Hong Kong is transferred to China from the United Kingdom. Hong Kong becomes a special administrative region.
1997-07-04,The Independent State of Western Samoa changes its name to the Independent State of Samoa.
1997-07-27,The Sovereign Democratic Republic of Fiji changes its name to the Republic of the Fiji Islands upon the promulgation of a new constitution. Fiji returns to its membership of the Commonwealth of Nations as a result.
1997-08-03,The State of Anjouan declares independence from the Comoros. Mutsamudu becomes the capital.
1997-08-11,The Democratic Republic of Mohéli declares independence from the Comoros. Fomboni becomes the capital.
1997-12-10,Kazakhstan moves its capital from Almaty to Aqmola.
1998-01-15,"The United Nations Transitional Administration for Eastern Slavonia, Baranja and Western Sirmium concludes its operations and transfers full administrative authority over the region to Croatia."
1998-05-06,Kazakhstan changes the name of its capital from Aqmola to Astana.
1998-07-04,China is allocated 407 km2 and Kazakhstan is allocated 537 km2 of disputed territory in a treaty delimiting the border between the two countries.
1998-08-01,"The Puntland State of Somalia declares ""temporary"" independence from Somalia. Garowe becomes the capital."
1998-12-16,"Argentina and Chile redraw part of the border in the Southern Patagonian Ice Field, and establish a pending of definition area between Mount Fitz Roy and Cerro Murallón."
1999-03-05,Self-governing Brčko District in Bosnia and Herzegovina is established.
1999-03-12,"The Czech Republic, Hungary, and Poland join the North Atlantic Treaty Organization in the alliance's fourth enlargement."
1999-03-19,France elevates the Overseas Territory of New Caledonia to the sui generis collectivity of New Caledonia.
1999-04-02,"Azerbaijan, Georgia, and Uzbekistan leave the Collective Security Treaty Organization. The remaining six members renew the treaty for another 5 years."
1999-06-10,The United Nations Interim Administration Mission in Kosovo is formed in the Autonomous Province of Kosovo and Metohija of Yugoslavia.
1999-06-20,The last forces of Yugoslavia withdraw from Kosovo.
1999-06-23,Belgium and The Netherlands make a small change to the border at the Ghent–Terneuzen Canal.
1999-10-25,Indonesia relinquishes control over the disputed region of East Timor to the United Nations Transitional Administration in East Timor.
1999-12-20,The Republic of Venezuela changes its name to the Bolivarian Republic of Venezuela.
1999-12-30,"China and Vietnam sign a treaty resolving their border dispute, with China acquiring 114 km2 and Vietnam acquiring 113 km2 of disputed territory."
1999-12-31,The United States transfers the operation of the Panama Canal and full sovereignty in the former Panama Canal Zone to Panama.
2000-03-20,"Six weeks after the fall of Grozny, the Chechen Republic of Ichkeria is overthrown as a state following its defeat in the Battle of Komsomolskoye; as an insurgency it continues to resist Russian rule in Chechnya for years."
2000-05-24,"Israel completely withdraws from its occupation zone in southern Lebanon, where it is replaced by United Nations Interim Force in Lebanon peacekeeping forces."
2000-06-12,Saudi Arabia and Yemen sign a treaty resolving their border dispute.
2000-08-17,"Colombia returns its capital city's name from Santa Fe de Bogotá back to Bogotá, Distrito Capital."
2000-09-05,"Taloqan, the de facto capital of the Islamic State of Afghanistan, falls to the Taliban's Islamic Emirate of Afghanistan. The capital moves to Fayzabad."
2001-03-16,"The ICJ resolves the territorial dispute between Bahrain and Qatar, awarding Fasht Al Azm, Qit'at Jaradah, and most of the Hawar Islands to Bahrain, and Fasht Dibal, Zubarah, and Janan Island to Qatar."
2001-03-21,Qatar and Saudi Arabia sign a treaty resolving their border dispute.
2001-07-01,"The temporarily independent Puntland State of Somalia adopts a new constitution explicitly identifying itself as an ""independent integral part of Somalia""."
2001-09-11,"Four coordinated suicide attacks by the Islamist jihadist organisation Al-Qaeda are organized against the United States, via hijacking commercial airliners mid-flight. 2,996 people are killed and the US begins the war on terror."
2001-10-07,"The United States and a NATO-led alliance invade Afghanistan, beginning an occupation which continued until 2021."
2001-11-13,"The capital of the Islamic State of Afghanistan returns to Kabul with the reconquest of the city by the forces of the Northern Alliance, beginning a cascading collapse of the Taliban forces of the Islamic Emirate of Afghanistan."
2001-12-17,The Islamic Emirate of Afghanistan is completely overthrown following its defeat in the Battle of Tora Bora. The Taliban soon reemerges as an insurgency.
2001-12-23,The Federal Islamic Republic of the Comoros changes its name to the Union of the Comoros.
2002-02-14,The State of Bahrain changes its name to the Kingdom of Bahrain.
2002-03-10,The Union of the Comoros reabsorbs the de facto independent State of Anjouan. Mutsamudu yields to Moroni as the capital.
2002-05-20,The Democratic Republic of Timor-Leste gains independence with the promulgation of a constitution and the conclusion of the United Nations Transitional Administration in East Timor. Dili remains the capital.
2002-05-21,The United Kingdom changes the title of its British Dependent Territories to that of British Overseas Territories. The citizens of each British Overseas Territory gain full British citizenship.
2003-02-04,The Federal Republic of Yugoslavia changes its name to the State Union of Serbia and Montenegro.
2003-03-20,"United States-led coalition forces invade Iraq, beginning an occupation which lasts for more than eight years."
2003-04-15,"United States forces conquer Tikrit, the last stronghold of Ba'athist Iraq."
2003-03-28,France reorganizes the Territorial collectivity of Saint Pierre and Miquelon as the Overseas collectivity of Saint Pierre and Miquelon.
2003-05-26,The Rwandese Republic changes its name to the Republic of Rwanda.
2004-01-09,"Kazakhstan agrees to a revision of the terms of Russia's lease of the Baikonur Cosmodrome, extending it to 2050 with no established options on further extensions."
2004-02-27,France elevates the Overseas collectivity of French Polynesia to the Overseas Country of French Polynesia.
2004-03-29,"Bulgaria, Estonia, Latvia, Lithuania, Romania, Slovakia, and Slovenia join NATO in the alliance's fifth enlargement."
2004-05-01,"Ten more states join the European Union: Cyprus, Czech Republic, Estonia, Hungary, Latvia, Lithuania, Malta, Poland, Slovakia, and Slovenia."
2004-09-01,"The Antarctic Treaty Secretariat administering Antarctica and all lands and waters south of the 60th parallel south establishes its headquarters in Buenos Aires, Argentina."
2004-12-07,The Islamic State of Afghanistan changes its name to the Islamic Republic of Afghanistan with the end of the transitional period set out in the new constitution.
2005-04-27,"Syrian troops withdraw from Lebanon, bringing an end to the Syrian occupation of Lebanon."
2005-09-12,Israel completely withdraws its forces from the Gaza Strip. A Palestinian Civil War leads to Gaza effectively withdrawing from the Palestinian Authority and becoming a separate entity under Hamas by June 2007.
2005-11-06,Myanmar moves its capital from Yangon to Naypyidaw.
2006-06-03,The Republic of Montenegro secedes from the State Union of Serbia and Montenegro. Podgorica remains the capital.
2006-06-05,The Republic of Serbia supersedes the State Union of Serbia and Montenegro. Belgrade remains the capital.
2006-10-07,Palau moves its capital from Koror to Ngerulmud.
2007-01-01,Bulgaria and Romania join the European Union.
2007-01-15,The Kingdom of Nepal changes its name to the State of Nepal.
2007-02-21,France detaches the Overseas collectivity of Saint Barthélemy from Guadeloupe. Gustavia becomes the capital.
2007-10-22,The Republic of Montenegro changes its name to Montenegro.
2008-02-17,"The Republic of Kosovo declares independence from Serbia, which continues to claim it as the Autonomous Province of Kosovo and Metohija; other countries divide on recognizing its declaration. Pristina remains the capital."
2008-08-04,The State of Nepal changes its name to the Federal Democratic Republic of Nepal.
2008-08-11,"The separatist forces of South Ossetia, supported by Russia, completely expel the forces of Georgia from the territory of the former South Ossetian Autonomous Oblast, which Georgia continues to claim in its entirety."
2008-08-12,"The separatist forces of Abkhazia, supported by Russia, completely expel the forces of Georgia from Upper Abkhazia, the last territory held by Georgia in the region which it continues to claim in its entirety."
2008-08-14,"Nigeria completes the transfer of Bakassi to Cameroon, fulfilling the terms of a 2002 ICJ ruling on the disputed territory."
2008-08-27,Russia recognizes the independence of Abkhazia and South Ossetia from Georgia. Most countries continue to recognize these territories as part of Georgia.
2008-10-14,China is ceded 174 km2 (67 sq mi) of land by Russia as part of a treaty delimiting the borders and settling a territorial dispute between the two countries.
2009-02-07,The Republic of Bolivia changes its name to the Plurinational State of Bolivia.
2009-04-01,Albania and Croatia join the North Atlantic Treaty Organization in the alliance's sixth enlargement.
2009-07-14,China is ceded 9 km2 (3.5 sq mi) of land by Kyrgyzstan as part of a treaty delimiting the borders between the two countries.
2009-09-01,"The British Overseas Territory of Saint Helena and Dependencies changes its name to Saint Helena, Ascension and Tristan da Cunha. Jamestown on Saint Helena remains the capital."
2009-11-24,The United States cedes six uninhabited islands totaling 0.44 km2 (0.17 sq mi) in the Rio Grande river to Mexico and Mexico cedes three uninhabited islands and two bancos totaling 0.27 km2 (0.10 sq mi) after pending for 20 years.
2010-04-21,"Ukraine extends Russia's lease on naval facilities in Sevastopol for an additional twenty-five years beyond the 2017 expiration, until 2042, with further renewal options thereafter."
2010-10-10,"The Kingdom of the Netherlands dissolves the Netherlands Antilles. New polities include:
The constituent country of Curaçao. Willemstad remains the capital.
The constituent country of Sint Maarten. Philipsburg remains the capital.
Bonaire, Saba, and Sint Eustatius become special municipalities of the Netherlands."
2010-10-21,The Union of Myanmar changes its name to the Republic of the Union of Myanmar.
2011-01-11,"Tajikistan cedes 1,322 km2 (510 sq mi) of land to China after the final ratification of boundary treaties between the two countries."
2011-02-02,The Republic of the Fiji Islands changes its name back to the Republic of Fiji.
2011-03-15,Unrest in Syria leads to the beginning of the Syrian civil war.
2011-03-31,"Implementing the decision of a March 2009 referendum, France incorporates the Departmental collectivity of Mayotte as the Overseas department and region of Mayotte."
2011-07-09,"Following a referendum in January, Southern Sudan gains independence from Sudan as the Republic of South Sudan. Juba remains the capital."
2011-09-01,"Amidst a civil war, Muammar Gaddafi moves the capital of the Libyan Arab Jamahiriya from Tripoli to Sirte, days after the rebel forces of the National Transitional Council, supported by NATO, conquered Tripoli."
2011-09-16,"Libya officially supersedes the Great Socialist People's Libyan Arab Jamahiriya, as the United Nations General Assembly seats the representatives of the National Transitional Council and recognizes the country's name change."
2011-10-20,The Libyan Arab Jamahiriya is overthrown following its defeat in the Battle of Sirte. The government of Libya declares the end of the civil war three days later.
2011-12-18,The United States ends its occupation of Iraq.
2011-12-31,"Samoa and Tokelau switch to the western side of the International Date Line, skipping 30 December entirely."
2012-01-01,The Republic of Hungary changes its name to Hungary.
2012-01-25,"The National Movement for the Liberation of Azawad (MNLA) conquers Aguelhok, the first town to fall under the control of the militant separatist group in northern Mali."
2012-04-06,"The State of Azawad declares independence from Mali, after the MNLA conquers northern Mali's largest cities between 30 March and 2 April. Timbuktu is proclaimed the capital; Gao serves as the provisional capital."
2012-05-26,Georgia moves its legislative capital from Tbilisi to Kutaisi. Tbilisi remains the administrative capital.
2012-06-15,"A standoff beginning 8 April over Scarborough Shoal ends with an agreement between China and the Philippines to both withdraw their forces: only the Philippines actually does so, leaving China in effective possession."
2012-07-12,"Ansongo, the last town controlled by the State of Azawad, is conquered by Ansar Dine, a militant group aiming to make Mali an Islamist state which had already conquered Azawad's largest cities on 27–28 June."
2012-08-20,The Somali Republic changes its name to the Federal Republic of Somalia.
2012-11-19,"The ICJ resolves the territorial dispute between Nicaragua and Colombia, upholding Colombia's sovereignty over disputed islands while ceding Nicaragua much of the surrounding maritime territory."
2012-11-29,"The United Nations General Assembly votes to upgrade the status of the State of Palestine from ""entity"" to ""non-member observer state,"" effectively granting it recognition."
2012-12-14,China declares an exclusive economic zone in the East China Sea which extends hundreds of kilometers into Japan's maritime claims.
2013-01-05,"After its United Nations recognition, the Palestinian National Authority changes its name to the State of Palestine. Jerusalem remains its claimed capital and Ramallah also remains its administrative center."
2013-01-08,"The General National Congress changes the provisional name of Libya to the State of Libya, pending the adoption of a new constitution."
2013-07-01,Croatia joins the European Union.
2013-10-24,"The Republic of Cape Verde changes its official English name to the Republic of Cabo Verde, following precedents set by Côte d'Ivoire and Timor-Leste."
2013-11-11,"The ICJ clarifies its 1962 ruling on the disputed border between Cambodia and Thailand, awarding the promontory of Preah Vihear to Cambodia and Phu Ma-khuea hill to Thailand."
2013-11-23,"China declares an Air Defense Identification Zone over the East China Sea, around half of which overlaps with the previously declared airspace of Japan, South Korea, and Taiwan."
2014-01-04,"ISIS captures Fallujah in Iraq, the first significant city the militant group is able to maintain control over."
2014-01-14,"After having been expelled from the city by Syrian rebels early in the month, ISIS seizes total control of Raqqa, the largest city to fall under its rule in Syria."
2014-01-27,The ICJ publishes a new boundary resolving the maritime dispute between Chile and Peru.
2014-02-27,Russia begins occupying Crimea in Ukraine.
2014-03-17,The Republic of Crimea declares independence from Ukraine following a disputed referendum. Sevastopol and Simferopol are the de facto capitals.
2014-03-18,The Republic of Crimea is annexed by Russia as two separate federal entities: the Republic of Crimea and the federal city of Sevastopol. Most countries continue to recognize Crimea as part of Ukraine.
2014-03-26,The annexation of Crimea by Russia is completed.
2014-04-12,Serbia and Afghanistan become observer states to the Collective Security Treaty Organization.
2014-05-11,The Donetsk People's Republic and Luhansk People's Republic declare independence from Ukraine following referendums. Donetsk and Luhansk become their capitals.
2014-05-16,"The Second Libyan Civil War begins as General Khalifa Haftar launches ""Operation Dignity"" against Islamist militias and jihadists in Benghazi, leading to a power struggle between the House of Representatives and the Government of National Accord."
2014-06-10,"ISIS completely conquers Mosul, the second largest city in Iraq."
2014-06-29,"Abu Bakr al-Baghdadi, the leader of the ISIS, declares the foundation of a new caliphate, the Islamic State. Raqqa is the de facto capital."
2014-09-16,"A civil war begins in Yemen, as Houthi insurgents take the capital of Sanaa and quickly seize control of the government."
2015-02-20,"The Donetsk People's Republic and Luhansk People's Republic consolidate their territories with the conquest of Debaltseve from Ukraine, the last major battle of the war in Donbas."
2015-03-21,"Amidst a civil war, the Cabinet of Yemen provisionally moves the capital of Yemen to Aden, while the Supreme Political Council remains in the official capital of Sanaa."
2015-05-08,"Burkina Faso and Niger agree to implement the ICJ's 2013 judgment on their frontier dispute case by exchanging 18 towns over the following year (Burkina Faso to gain 14, Niger to gain 4)."
2015-07-31,"India and Bangladesh exchange 162 enclaves, simplifying their mutual border in the region of the former Cooch Behar princely state; Bangladesh gains a net 40 km2 (15 sq mi)."
2015-08-26,Syria formally agrees to lease its Khmeimim Air Base to Russia with no time limit.
2015-12-11,The Republic of The Gambia changes its name to the Islamic Republic of The Gambia by presidential decree.
2015-12-16,"The ICJ cedes 3 km2 (1.2 sq mi) to Costa Rica, resolving part of the San Juan River border dispute with Nicaragua."
2016-03-17,Kurdish held areas in North-eastern Syria declare the establishment of an autonomous federal government called the Democratic Federation of Rojava – Northern Syria or Rojava.
2016-04-05,"After four days of fighting, Azerbaijan reconquers 8–20 km2 (3.1–7.7 sq mi) of territory controlled by the Nagorno-Karabakh Republic since 1994."
2016-05-02,The Czech Republic changes its official English short-form name to Czechia.
2016-07-01,"Australia incorporates Norfolk Island within its domestic institutions and laws, implementing a March 2015 decision to revoke the territory's self-governing status."
2017-01-18,"Syria's lease of Khmeimim Air Base to Russia is amended from having no time limit to 49 years, renewable for subsequent 25-year periods beginning in 2066."
2017-01-19,"Military forces of Senegal, Ghana, Mali, Togo, and Nigeria, members of the ECOWAS group, launch an invasion of The Gambia to enforce the results of the 2016 Gambian presidential election."
2017-01-29,The Islamic Republic of The Gambia changes its name back to the Republic of The Gambia.
2017-02-21,The unrecognized Nagorno-Karabakh Republic changes its name to the Republic of Artsakh after a constitutional referendum.
2017-03-29,"Turkey and the Turkish-backed Syrian National Army complete the conquest of a 2,055 km2 (793 sq mi) occupation zone from the Islamic State and the Syrian Democratic Forces, establishing the Northern Syria Security Belt."
2017-04-09,"Following a referendum, the partially recognized Republic of South Ossetia changes its name to the Republic of South Ossetia – the State of Alania."
2017-05-18,"The United States establishes a 55 km (34 mi) radius around Al-Tanf effectively under its control, conducting its only attack on pro-government Syrian ground forces of the Syrian civil war to prevent their advancing into the area."
2017-06-05,Montenegro joins the North Atlantic Treaty Organization in the alliance's seventh enlargement.
2017-06-24,Egypt transfers Sanafir Island and Tiran Island to Saudi Arabia.
2017-07-20,"Iraqi government forces, allied militias and the Peshmerga, supported by the US-led Joint Task Force and Iran, complete the reconquest of Mosul from the Islamic State."
2017-10-10,The Generalitat of Catalonia passes a declaration of Independence from Spain which is soon suspended on 30 October of the same year.
